filename,width,height,class,xmin,ymin,xmax,ymax
709_jpg.rf.0195f4e2d82d6ac95a249a4b30475524.jpg,416,416,4,140,260,196,355
709_jpg.rf.0195f4e2d82d6ac95a249a4b30475524.jpg,416,416,blur,284,117,338,206
709_jpg.rf.0195f4e2d82d6ac95a249a4b30475524.jpg,416,416,5,212,247,263,337
1177_jpg.rf.029e2ebe8306ccf2aacdb91979696f29.jpg,416,416,close,255,205,331,304
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,9,246,65,319,127
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,8,141,73,219,133
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,7,242,135,313,187
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,6,142,141,220,200
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,5,240,194,310,245
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,4,144,204,218,257
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,3,238,250,305,299
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,2,144,262,218,314
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,1,236,305,298,349
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,-1,143,314,217,367
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,keyhole,252,363,280,399
2_jpg.rf.002c8290f2da739cfd7d5df117e3bfb8.jpg,416,416,2,204,93,275,144
2_jpg.rf.002c8290f2da739cfd7d5df117e3bfb8.jpg,416,416,s1,204,149,276,198
2_jpg.rf.002c8290f2da739cfd7d5df117e3bfb8.jpg,416,416,open,170,202,239,250
2_jpg.rf.002c8290f2da739cfd7d5df117e3bfb8.jpg,416,416,close,244,200,312,248
2_jpg.rf.002c8290f2da739cfd7d5df117e3bfb8.jpg,416,416,alarm,170,253,239,298
2_jpg.rf.002c8290f2da739cfd7d5df117e3bfb8.jpg,416,416,stop,243,252,311,298
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,M,189,41,225,100
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,3,193,130,225,180
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,2,197,204,226,248
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,1,200,269,227,306
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,alarm,161,304,184,335
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,close,204,327,229,363
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,open,251,353,282,391
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,keyhole,166,350,189,385
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,3,224,28,257,93
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,2,226,93,258,152
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,1,227,153,258,207
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,B,227,207,258,275
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,blur,186,219,226,272
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,blur,184,159,225,214
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,2,184,98,224,153
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,blur,182,34,224,91
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,led,98,79,188,120
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,1,108,140,129,158
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,2,135,142,157,159
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,3,163,142,185,160
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,4,109,161,131,179
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,5,137,162,159,179
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,6,165,163,186,179
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,7,112,181,133,197
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,8,139,182,160,197
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,9,165,183,186,197
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,0,140,200,161,215
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,G,97,216,120,231
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,G,116,217,136,231
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,LG,166,218,186,231
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,CH,166,234,186,248
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,LG,145,218,168,231
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,led,117,258,190,283
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,blur,110,59,153,116
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,alarm,193,63,235,123
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,5,111,144,150,196
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,6,191,146,230,202
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,3,110,219,149,271
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,4,188,219,227,277
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,1,110,289,146,343
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,2,188,297,225,350
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,C,110,358,146,409
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,T,186,368,221,415
910_jpg.rf.02cd9f413747a063a3806f8d9b922c35.jpg,416,416,5,169,87,244,190
910_jpg.rf.02cd9f413747a063a3806f8d9b922c35.jpg,416,416,4,169,232,244,335
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,3,94,77,208,123
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,s1,97,117,207,162
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,B,97,157,206,202
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,open,97,197,207,240
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,open,97,236,207,277
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,2,217,118,329,163
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,BR,217,157,328,203
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,close,216,196,328,241
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,close,215,236,325,278
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,fan,98,284,205,328
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,alarm,98,322,205,364
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,light,215,285,327,329
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,stop,214,323,322,365
1445_jpg.rf.065d38d234e377e041c7955df11c9061.jpg,416,416,up,185,216,244,247
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,3,179,87,222,122
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,2,183,132,225,164
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,1,188,175,230,207
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,blur,191,214,232,246
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,open,160,252,202,284
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,alarm,233,264,275,296
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,keyhole,170,312,206,339
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,keyhole,237,325,273,352
1723_jpg.rf.03a9b34b23ed9fcdbbc54692251d49a4.jpg,416,416,4,246,100,295,152
1723_jpg.rf.03a9b34b23ed9fcdbbc54692251d49a4.jpg,416,416,3,246,159,293,207
1723_jpg.rf.03a9b34b23ed9fcdbbc54692251d49a4.jpg,416,416,1,246,216,292,261
1723_jpg.rf.03a9b34b23ed9fcdbbc54692251d49a4.jpg,416,416,0,246,266,289,310
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,speaker,171,216,194,233
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,alarm,206,216,229,233
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,1,191,238,209,252
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,G,191,252,208,267
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,B1,190,266,207,280
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,B2,190,279,207,293
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,B3,189,293,207,307
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,open,172,310,190,324
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,close,205,307,222,321
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,keyhole,204,326,222,340
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,keyhole,172,329,190,343
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,keyhole,172,346,189,360
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,switch,208,345,216,355
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,close,205,103,220,127
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,open,178,105,193,128
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,R,205,145,220,169
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,3,178,146,193,169
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,8,205,172,220,195
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,7,204,199,219,223
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,6,204,227,219,250
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,5,204,254,219,278
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,4,203,282,218,306
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,2,177,172,192,196
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,1,177,199,191,222
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,B1,177,227,191,250
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,blur,177,254,191,277
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,empty,176,281,190,306
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,empty,176,309,190,333
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,blur,196,68,204,79
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,G,134,320,183,364
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,M,138,263,183,307
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,open,248,248,284,287
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,0,137,199,182,245
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,1,138,132,187,179
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,2,140,60,191,108
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,alarm,261,56,304,99
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,keyhole,83,6,133,51
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,keyhole,101,371,139,407
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,keyhole,243,305,281,342
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,5,78,0,138,75
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,5,144,0,197,75
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,empty,205,0,261,73
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,empty,266,0,322,65
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,3,91,112,145,182
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,3,149,109,197,184
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,4,205,107,254,174
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,4,259,110,308,173
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,1,100,210,148,267
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,1,152,203,198,269
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,2,202,197,250,263
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,2,255,202,298,258
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,alarm,108,286,152,341
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,alarm,157,288,196,339
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,stop,201,279,244,333
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,text_stop,250,282,290,333
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,close,113,356,155,407
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,close,160,358,195,402
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,open,200,347,241,398
536_jpg.rf.03ecf35d7200cd8f0cd86a090aea05b1.jpg,416,416,open,246,355,282,395
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,alarm,202,0,250,37
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,open,175,255,220,276
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,close,242,256,272,278
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,B,244,210,275,232
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,1,244,183,278,207
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,G,175,183,212,207
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,2,174,153,210,179
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,3,246,153,282,180
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,3A,172,120,209,150
1107_jpg.rf.071cb7d019ecb963dd098f3b007179f0.jpg,416,416,5,245,120,285,149
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,unknown,201,47,212,67
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,alarm,230,49,242,67
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,22,202,109,212,128
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,28,216,109,226,128
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,33,230,109,240,128
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,32,230,129,241,148
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,31,230,149,241,168
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,26,216,151,227,170
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,27,216,131,227,149
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,21,202,130,213,148
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,20,202,151,213,169
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,19,202,170,212,189
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,2,202,191,213,209
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,1,203,211,213,230
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,24,216,190,227,209
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,29,230,191,241,209
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,23,216,210,227,229
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,30,230,171,241,189
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,25,216,170,227,189
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,close,230,243,241,262
550_jpg.rf.03eb20078c58ed711c47aceb3749964e.jpg,416,416,open,203,244,213,263
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,keyhole,81,107,129,144
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,keyhole,145,106,192,142
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,keyhole,208,105,255,141
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,keyhole,274,102,321,140
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,2,146,168,195,203
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,1,151,212,199,247
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,empty,210,167,256,201
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,empty,213,213,256,244
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,open,97,268,143,301
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,text_open,156,269,199,299
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,close,213,267,258,299
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,text_close,273,268,316,299
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,alarm,101,306,146,338
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,text_alarm,160,307,200,338
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,stop,214,307,258,338
1295_jpg.rf.0354a348b41c971a151f2d87a2cb0da0.jpg,416,416,bt_switch,272,307,315,336
880_jpg.rf.0826b76c2cd38f2c8773403a3af59637.jpg,416,416,open,71,187,156,252
880_jpg.rf.0826b76c2cd38f2c8773403a3af59637.jpg,416,416,close,165,195,250,257
880_jpg.rf.0826b76c2cd38f2c8773403a3af59637.jpg,416,416,alarm,262,205,343,265
880_jpg.rf.0826b76c2cd38f2c8773403a3af59637.jpg,416,416,text,168,278,247,332
880_jpg.rf.0826b76c2cd38f2c8773403a3af59637.jpg,416,416,call,150,345,259,394
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,led,161,79,243,174
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,1,170,218,194,266
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,2,194,216,217,263
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,3,217,214,241,262
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,4,171,276,195,323
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,5,195,274,218,320
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,6,218,272,241,319
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,7,172,333,196,382
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,8,197,329,219,379
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,9,219,328,242,376
1696_jpg.rf.011c34c42d03cd1e3af19aab130ed6e7.jpg,416,416,-,220,383,242,416
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,alarm,234,48,302,97
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,6,246,151,293,198
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,5,186,165,240,206
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,4,120,174,183,225
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,3,245,234,289,278
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,2,193,247,236,293
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,s1,119,263,185,316
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,close,232,306,287,350
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,open,128,341,193,386
138_jpg.rf.07393a19ede6541449d4513b38e7c1b8.jpg,416,416,empty,174,54,240,108
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,10,185,184,202,200
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,21,213,185,231,201
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,9,185,197,202,212
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,20,213,198,232,214
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,19,213,211,232,227
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,8,185,209,202,224
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,text_open,185,167,201,178
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,text_close,213,167,232,179
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,7,185,222,202,236
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,6,185,234,202,249
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,5,186,246,203,260
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,4,186,258,203,272
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,3,187,270,204,284
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,2,187,282,204,296
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,1,187,293,203,308
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,G,187,306,203,321
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,18,214,224,233,240
2046_jpg.rf.037c392c44c63cb0d30ca63378368aed.jpg,416,416,17,214,236,233,252
